000000000000001;000001;+49485145366316;+4901703097135;+4901703097135;2012-09-16T17:41:56+0200;2012-09-16T18:24:59+0200;1;0
000000000000002;000001;+495164904144384;+4901703097135;+4901703097135;2012-09-16T17:42:53+0200;2012-09-16T18:24:59+0200;1;0
000000000000003;000001;+494892475447034;+4901703097135;+4901703097135;2012-09-16T18:17:53+0200;2012-09-16T18:24:59+0200;1;0
000000000000004;000001;+494528547252079;+4901703097135;+4901703097135;2012-09-16T18:18:35+0200;2012-09-16T18:24:59+0200;1;0
000000000000005;000001;+497652926255283;+4901703097135;+4901703097135;2012-09-16T18:16:35+0200;2012-09-16T18:24:59+0200;1;0
000000000000006;000001;+492676998619095;+4901703097135;+4901703097135;2012-09-16T17:35:31+0200;2012-09-16T18:24:59+0200;1;0
000000000000007;000001;+495366297727297;+4901703097135;+4901703097135;2012-09-16T17:37:19+0200;2012-09-16T18:24:59+0200;1;0
000000000000008;000001;+497121665807344;+4901703097135;+4901703097135;2012-09-16T17:34:10+0200;2012-09-16T18:24:59+0200;0;0
000000000000009;000001;+493868171751678;+4901703097135;+4901703097135;2012-09-16T17:58:15+0200;2012-09-16T18:24:59+0200;1;0
000000000000010;000001;+495673786901708;+4901703097135;+4901703097135;2012-09-16T18:21:42+0200;2012-09-16T18:24:59+0200;0;0
000000000000011;000001;+497131851996983;+4901703097135;+4901703097135;2012-09-16T18:13:58+0200;2012-09-16T18:24:59+0200;0;0
000000000000012;000001;+4930790337059;+4901703097135;+4901703097135;2012-09-16T17:27:12+0200;2012-09-16T18:24:59+0200;1;0
000000000000013;000001;+4930506526728;+4901703097135;+4901703097135;2012-09-16T17:40:12+0200;2012-09-16T18:24:59+0200;0;0
000000000000014;000001;+494843738270297;+4901703097135;+4901703097135;2012-09-16T17:59:24+0200;2012-09-16T18:24:59+0200;0;0
000000000000015;000001;+496372155159283;+4901703097135;+4901703097135;2012-09-16T18:13:46+0200;2012-09-16T18:24:59+0200;0;0
000000000000016;000001;+493581997476858;+4901703097135;+4901703097135;2012-09-16T18:04:38+0200;2012-09-16T18:24:59+0200;1;0
000000000000017;000001;+49435718970803;+4901703097135;+4901703097135;2012-09-16T17:53:25+0200;2012-09-16T18:24:59+0200;1;0
000000000000018;000001;+496502515086028;+4901703097135;+4901703097135;2012-09-16T17:59:58+0200;2012-09-16T18:24:59+0200;0;0
000000000000019;000001;+498654362623957;+4901703097135;+4901703097135;2012-09-16T17:25:45+0200;2012-09-16T18:24:59+0200;0;0
000000000000020;000001;+492223958566705;+4901703097135;+4901703097135;2012-09-16T17:33:18+0200;2012-09-16T18:24:59+0200;1;0
000000000000021;000001;+497272195308258;+4901703097135;+4901703097135;2012-09-16T17:57:38+0200;2012-09-16T18:24:59+0200;0;0
000000000000022;000001;+49652582701183;+4901703097135;+4901703097135;2012-09-16T18:15:24+0200;2012-09-16T18:24:59+0200;0;0
000000000000023;000001;+495724536182723;+4901703097135;+4901703097135;2012-09-16T17:25:01+0200;2012-09-16T18:24:59+0200;1;0
000000000000024;000001;+499761870294682;+4901703097135;+4901703097135;2012-09-16T17:27:22+0200;2012-09-16T18:24:59+0200;0;0
000000000000025;000001;+499951127631059;+4901703097135;+4901703097135;2012-09-16T17:31:20+0200;2012-09-16T18:24:59+0200;0;0
000000000000026;000001;+499367440735857;+4901703097135;+4901703097135;2012-09-16T17:29:37+0200;2012-09-16T18:24:59+0200;0;0
000000000000027;000001;+496304811706079;+4901703097135;+4901703097135;2012-09-16T17:29:22+0200;2012-09-16T18:24:59+0200;1;0
000000000000028;000001;+493901610152903;+4901703097135;+4901703097135;2012-09-16T18:00:35+0200;2012-09-16T18:24:59+0200;0;0
000000000000029;000001;+493869204455292;+4901703097135;+4901703097135;2012-09-16T17:59:13+0200;2012-09-16T18:24:59+0200;0;0
000000000000030;000001;+492652984229893;+4901703097135;+4901703097135;2012-09-16T18:24:39+0200;2012-09-16T18:24:59+0200;1;0
000000000000031;000001;+493863928783877;+4901703097135;+4901703097135;2012-09-16T17:56:42+0200;2012-09-16T18:24:59+0200;0;0
000000000000032;000001;+492683824434168;+4901703097135;+4901703097135;2012-09-16T17:31:32+0200;2012-09-16T18:24:59+0200;0;0
000000000000033;000001;+495520219266856;+4901703097135;+4901703097135;2012-09-16T17:41:27+0200;2012-09-16T18:24:59+0200;1;0
000000000000034;000001;+494192649564403;+4901703097135;+4901703097135;2012-09-16T17:47:53+0200;2012-09-16T18:24:59+0200;1;0
000000000000035;000001;+498141143541133;+4901703097135;+4901703097135;2012-09-16T17:30:20+0200;2012-09-16T18:24:59+0200;0;0
000000000000036;000001;+498501813938632;+4901703097135;+4901703097135;2012-09-16T17:40:55+0200;2012-09-16T18:24:59+0200;1;0
000000000000037;000001;+4967726367098210;+4901703097135;+4901703097135;2012-09-16T17:44:10+0200;2012-09-16T18:24:59+0200;1;0
000000000000038;000001;+496532192430426;+4901703097135;+4901703097135;2012-09-16T17:39:50+0200;2012-09-16T18:24:59+0200;1;0
000000000000039;000001;+492309647576302;+4901703097135;+4901703097135;2012-09-16T18:07:02+0200;2012-09-16T18:24:59+0200;0;0
000000000000040;000001;+499401558440975;+4901703097135;+4901703097135;2012-09-16T17:54:41+0200;2012-09-16T18:24:59+0200;0;0
000000000000041;000001;+4930672964576;+4901703097135;+4901703097135;2012-09-16T17:58:43+0200;2012-09-16T18:24:59+0200;1;0
000000000000042;000001;+496564175345984;+4901703097135;+4901703097135;2012-09-16T18:24:00+0200;2012-09-16T18:24:59+0200;0;0
000000000000043;000001;+496571885963079;+4901703097135;+4901703097135;2012-09-16T17:52:40+0200;2012-09-16T18:24:59+0200;0;0
000000000000044;000001;+49677187062867;+4901703097135;+4901703097135;2012-09-16T18:17:53+0200;2012-09-16T18:24:59+0200;0;0
000000000000045;000001;+49511853520892;+4901703097135;+4901703097135;2012-09-16T18:07:11+0200;2012-09-16T18:24:59+0200;1;0
000000000000046;000001;+49231822469893;+4901703097135;+4901703097135;2012-09-16T18:08:53+0200;2012-09-16T18:24:59+0200;0;0
000000000000047;000001;+492671904673224;+4901703097135;+4901703097135;2012-09-16T18:06:08+0200;2012-09-16T18:24:59+0200;1;0
000000000000048;000001;+4930132661643;+4901703097135;+4901703097135;2012-09-16T18:24:29+0200;2012-09-16T18:24:59+0200;0;0
000000000000049;000001;+494975605201702;+4901703097135;+4901703097135;2012-09-16T18:11:57+0200;2012-09-16T18:24:59+0200;0;0
000000000000050;000001;+49655416430132;+4901703097135;+4901703097135;2012-09-16T17:28:50+0200;2012-09-16T18:24:59+0200;1;0
000000000000051;000001;+498141143541138;+4901703097135;+4901703097135;2012-09-16T18:02:47+0200;2012-09-16T18:24:59+0200;0;0
000000000000052;000001;+492202520876905;+4901703097135;+4901703097135;2012-09-16T18:06:35+0200;2012-09-16T18:24:59+0200;0;0
000000000000053;000001;+495541915670164;+4901703097135;+4901703097135;2012-09-16T18:00:31+0200;2012-09-16T18:24:59+0200;1;0
000000000000054;000001;+493771696843924;+4901703097135;+4901703097135;2012-09-16T18:14:36+0200;2012-09-16T18:24:59+0200;0;0
000000000000055;000001;+496359902023124;+4901703097135;+4901703097135;2012-09-16T17:53:52+0200;2012-09-16T18:24:59+0200;0;0
000000000000056;000001;+495865712399373;+4901703097135;+4901703097135;2012-09-16T18:02:50+0200;2012-09-16T18:24:59+0200;1;0
000000000000057;000001;+496751807723112;+4901703097135;+4901703097135;2012-09-16T18:20:54+0200;2012-09-16T18:24:59+0200;1;0
000000000000058;000001;+495362695120442;+4901703097135;+4901703097135;2012-09-16T17:49:04+0200;2012-09-16T18:24:59+0200;1;0
000000000000059;000001;+497476547467462;+4901703097135;+4901703097135;2012-09-16T17:40:26+0200;2012-09-16T18:24:59+0200;0;0
000000000000060;000001;+496432629661363;+4901703097135;+4901703097135;2012-09-16T17:38:06+0200;2012-09-16T18:24:59+0200;0;0
000000000000061;000001;+496782558733254;+4901703097135;+4901703097135;2012-09-16T18:13:15+0200;2012-09-16T18:24:59+0200;1;0
000000000000062;000001;+497684153692262;+4901703097135;+4901703097135;2012-09-16T18:07:27+0200;2012-09-16T18:24:59+0200;1;0
000000000000063;000001;+492661527600517;+4901703097135;+4901703097135;2012-09-16T17:39:38+0200;2012-09-16T18:24:59+0200;0;0
000000000000064;000001;+496773235990226;+4901703097135;+4901703097135;2012-09-16T17:59:14+0200;2012-09-16T18:24:59+0200;1;0
