000000000000006;000001;+492692268155694;+4901703097135;+4901703097135;2012-09-10T20:43:28+0200;2012-09-10T21:26:00+0200;0;0
000000000000007;000001;+496783645299524;+4901703097135;+4901703097135;2012-09-10T20:59:49+0200;2012-09-10T21:26:00+0200;1;0
000000000000009;000001;+49260487858882;+4901703097135;+4901703097135;2012-09-10T20:55:26+0200;2012-09-10T21:26:00+0200;1;0
000000000000010;000001;+49274388295948;+4901703097135;+4901703097135;2012-09-10T21:24:44+0200;2012-09-10T21:26:00+0200;0;0
000000000000011;000001;+499302555238004;+4901703097135;+4901703097135;2012-09-10T21:15:31+0200;2012-09-10T21:26:00+0200;0;0
000000000000012;000001;+49551827531778;+4901703097135;+4901703097135;2012-09-10T21:25:12+0200;2012-09-10T21:26:00+0200;0;0
000000000000013;000001;+49921731034243;+4901703097135;+4901703097135;2012-09-10T20:58:59+0200;2012-09-10T21:26:00+0200;0;0
000000000000023;000001;+498584147529203;+4901703097135;+4901703097135;2012-09-10T20:55:20+0200;2012-09-10T21:26:00+0200;1;0
000000000000029;000001;+496054721577878;+4901703097135;+4901703097135;2012-09-10T20:30:17+0200;2012-09-10T21:26:00+0200;1;0
000000000000030;000001;+495443315619624;+4901703097135;+4901703097135;2012-09-10T21:08:08+0200;2012-09-10T21:26:00+0200;0;0
000000000000031;000001;+496646769906823;+4901703097135;+4901703097135;2012-09-10T20:56:03+0200;2012-09-10T21:26:00+0200;0;0
000000000000032;000001;+49373721280674;+4901703097135;+4901703097135;2012-09-10T20:31:20+0200;2012-09-10T21:26:00+0200;1;0
000000000000033;000001;+497254454369735;+4901703097135;+4901703097135;2012-09-10T20:57:07+0200;2012-09-10T21:26:00+0200;1;0
000000000000034;000001;+49714311806192;+4901703097135;+4901703097135;2012-09-10T21:05:30+0200;2012-09-10T21:26:00+0200;1;0
000000000000061;000001;+495528189063323;+4901703097135;+4901703097135;2012-09-10T20:57:21+0200;2012-09-10T21:26:00+0200;0;0
000000000000062;000001;+496751258179235;+4901703097135;+4901703097135;2012-09-10T21:16:46+0200;2012-09-10T21:26:00+0200;1;0
000000000000063;000001;+496391283580123;+4901703097135;+4901703097135;2012-09-10T20:36:14+0200;2012-09-10T21:26:00+0200;1;0
000000000000064;000001;+499234954520015;+4901703097135;+4901703097135;2012-09-10T20:28:44+0200;2012-09-10T21:26:00+0200;1;0
000000000000083;000001;+493493407540322;+4901703097135;+4901703097135;2012-09-10T20:59:33+0200;2012-09-10T21:26:00+0200;1;0
000000000000084;000001;+497024742603506;+4901703097135;+4901703097135;2012-09-10T20:54:08+0200;2012-09-10T21:26:00+0200;0;0
000000000000085;000001;+499661116724436;+4901703097135;+4901703097135;2012-09-10T20:44:03+0200;2012-09-10T21:26:00+0200;0;0
000000000000086;000001;+4969233468895;+4901703097135;+4901703097135;2012-09-10T20:42:10+0200;2012-09-10T21:26:00+0200;1;0
000000000000087;000001;+497505863736038;+4901703097135;+4901703097135;2012-09-10T21:04:46+0200;2012-09-10T21:26:00+0200;0;0
000000000000088;000001;+499133924438839;+4901703097135;+4901703097135;2012-09-10T20:42:49+0200;2012-09-10T21:26:00+0200;1;0
000000000000089;000001;+497255889669447;+4901703097135;+4901703097135;2012-09-10T20:29:38+0200;2012-09-10T21:26:00+0200;1;0
000000000000091;000001;+494503510805269;+4901703097135;+4901703097135;2012-09-10T20:55:20+0200;2012-09-10T21:26:00+0200;0;0
000000000000092;000001;+49711638103524;+4901703097135;+4901703097135;2012-09-10T20:52:12+0200;2012-09-10T21:26:00+0200;1;0
000000000000093;000001;+492661491797387;+4901703097135;+4901703097135;2012-09-10T21:02:04+0200;2012-09-10T21:26:00+0200;1;0
000000000000094;000001;+492681973937225;+4901703097135;+4901703097135;2012-09-10T20:39:27+0200;2012-09-10T21:26:00+0200;1;0
000000000000095;000001;+495725596550524;+4901703097135;+4901703097135;2012-09-10T21:13:31+0200;2012-09-10T21:26:00+0200;1;0
000000000000096;000001;+4930746628662;+4901703097135;+4901703097135;2012-09-10T20:40:56+0200;2012-09-10T21:26:00+0200;0;0
000000000000097;000001;+492302822132357;+4901703097135;+4901703097135;2012-09-10T20:36:04+0200;2012-09-10T21:26:00+0200;0;0
000000000000098;000001;+49561390818017;+4901703097135;+4901703097135;2012-09-10T20:47:21+0200;2012-09-10T21:26:00+0200;0;0
000000000000099;000001;+499602266885553;+4901703097135;+4901703097135;2012-09-10T20:56:39+0200;2012-09-10T21:26:00+0200;0;0
000000000000100;000001;+499937892006336;+4901703097135;+4901703097135;2012-09-10T21:02:00+0200;2012-09-10T21:26:00+0200;1;0
000000000000101;000001;+496471148512105;+4901703097135;+4901703097135;2012-09-10T20:57:51+0200;2012-09-10T21:26:00+0200;1;0
000000000000102;000001;+492832265297368;+4901703097135;+4901703097135;2012-09-10T20:56:59+0200;2012-09-10T21:26:00+0200;0;0
000000000000103;000001;+496751202775642;+4901703097135;+4901703097135;2012-09-10T21:08:25+0200;2012-09-10T21:26:00+0200;1;0
000000000000104;000001;+494324260799343;+4901703097135;+4901703097135;2012-09-10T20:48:47+0200;2012-09-10T21:26:00+0200;0;0
000000000000105;000001;+494344207876809;+4901703097135;+4901703097135;2012-09-10T20:58:57+0200;2012-09-10T21:26:00+0200;0;0
000000000000106;000001;+494385436571113;+4901703097135;+4901703097135;2012-09-10T21:25:57+0200;2012-09-10T21:26:00+0200;0;0
000000000000107;000001;+493415407184610;+4901703097135;+4901703097135;2012-09-10T21:01:23+0200;2012-09-10T21:26:00+0200;1;0
000000000000108;000001;+496404472393463;+4901703097135;+4901703097135;2012-09-10T20:34:05+0200;2012-09-10T21:26:00+0200;1;0
000000000000109;000001;+494961800169063;+4901703097135;+4901703097135;2012-09-10T21:09:41+0200;2012-09-10T21:26:00+0200;0;0
000000000000110;000001;+499971977956383;+4901703097135;+4901703097135;2012-09-10T20:33:09+0200;2012-09-10T21:26:00+0200;0;0
000000000000111;000001;+496536775051292;+4901703097135;+4901703097135;2012-09-10T20:51:04+0200;2012-09-10T21:26:00+0200;0;0
000000000000112;000001;+496504989121466;+4901703097135;+4901703097135;2012-09-10T21:00:14+0200;2012-09-10T21:26:00+0200;1;0
000000000000113;000001;+49911321552856;+4901703097135;+4901703097135;2012-09-10T20:29:23+0200;2012-09-10T21:26:00+0200;0;0
000000000000114;000001;+497587355279344;+4901703097135;+4901703097135;2012-09-10T21:05:17+0200;2012-09-10T21:26:00+0200;1;0
000000000000115;000001;+493724227195417;+4901703097135;+4901703097135;2012-09-10T20:33:41+0200;2012-09-10T21:26:00+0200;0;0
000000000000116;000001;+493588334105854;+4901703097135;+4901703097135;2012-09-10T20:48:30+0200;2012-09-10T21:26:00+0200;1;0
000000000000117;000001;+496392359591325;+4901703097135;+4901703097135;2012-09-10T20:26:16+0200;2012-09-10T21:26:00+0200;1;0
000000000000118;000001;+496359101871627;+4901703097135;+4901703097135;2012-09-10T21:16:16+0200;2012-09-10T21:26:00+0200;1;0
000000000000119;000001;+496550588448425;+4901703097135;+4901703097135;2012-09-10T21:00:32+0200;2012-09-10T21:26:00+0200;0;0
000000000000120;000001;+4942077738477610;+4901703097135;+4901703097135;2012-09-10T21:15:18+0200;2012-09-10T21:26:00+0200;0;0
000000000000121;000001;+496701137112634;+4901703097135;+4901703097135;2012-09-10T21:06:24+0200;2012-09-10T21:26:00+0200;0;0
000000000000122;000001;+49345146895142;+4901703097135;+4901703097135;2012-09-10T20:26:47+0200;2012-09-10T21:26:00+0200;1;0
000000000000123;000001;+494825601645532;+4901703097135;+4901703097135;2012-09-10T20:52:16+0200;2012-09-10T21:26:00+0200;0;0
000000000000124;000001;+495823360840763;+4901703097135;+4901703097135;2012-09-10T20:44:40+0200;2012-09-10T21:26:00+0200;0;0
000000000000125;000001;+497322221342242;+4901703097135;+4901703097135;2012-09-10T20:50:19+0200;2012-09-10T21:26:00+0200;1;0
